operateur,annee,filiere,code_categorie_consommation,libelle_categorie_consommation,code_grand_secteur,libelle_grand_secteur,code_naf,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,code_region,libelle_region
Régie municipale électrique de Saint Leonard de Noblat,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,157.39175553514622,4,0.0,0,75,Nouvelle-Aquitaine
Régie municipale multiservices de La Réole,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,198.04195380102084,10,0.0,0,75,Nouvelle-Aquitaine
Régie municipale multiservices de La Réole,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,977.71,291,0.0,0,75,Nouvelle-Aquitaine
Régie SDED Erôme,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,161.24674768472892,448,0.0,0,84,Auvergne-Rhône-Alpes
Régie SDED Gervans,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,166.33558602503936,2,0.0,0,84,Auvergne-Rhône-Alpes
Régie SDED Gervans,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,155.12031391973872,31,0.0,0,84,Auvergne-Rhône-Alpes
Régie Services Energie,2018,Electricité,ENT_PRO,0,I,Industrie,,0,967.67,43,0.0,0,84,Auvergne-Rhône-Alpes
Régie Services Energie,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,861.21,958,0.0,0,84,Auvergne-Rhône-Alpes
Régies municipales d'électricité de Cazeres,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,116.5483405718052,432,0.0,0,76,Occitanie
Régies municipales d'électricité de Cazeres,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,108.872068478539,2685,0.0,0,76,Occitanie
Régies municipales électriques de Capvern,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,567.84,0,0.0,1,76,Occitanie
Régies municipales électriques de Capvern,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,820.86,11,0.0,0,76,Occitanie
Régies municipales électriques de Capvern,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,165.40777531371185,1074,0.0,0,76,Occitanie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,166.5437685294708,7,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,141.2578872117195,5,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",165.1006788004091,3,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",186.0057390272464,3,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,205.1,66,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,184.61401672160443,8,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,71.0,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,118.27679676150676,1,0.0,0,11,Île-de-France
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,16.0,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",428.7,2,0.0,0,24,Centre-Val de Loire
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,102.81798184688483,3,0.0,0,24,Centre-Val de Loire
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",187.3342134180948,2,0.0,0,24,Centre-Val de Loire
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,61.0,Télécommunications,122.09933471328492,2,0.0,0,24,Centre-Val de Loire
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,296.82,1,0.0,0,27,Bourgogne-Franche-Comté
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,873.42,9,0.0,0,27,Bourgogne-Franche-Comté
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,283.59,65,0.0,0,27,Bourgogne-Franche-Comté
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,258.23,9,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,21.0,Industrie pharmaceutique,205.55017713964764,2,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,115.12571261041076,7,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,209.2997236384484,3,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",825.9,1,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,193.3232165771534,1,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,72.0,Recherche-développement scientifique,124.92132519989194,1,0.0,0,28,Normandie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,172.46478157746066,4,0.0,0,32,Hauts-de-France
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",108.61417373745924,3,0.0,0,32,Hauts-de-France
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,27.0,Fabrication d'équipements électriques,121.40940612682594,2,0.0,0,32,Hauts-de-France
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,150.71933769826543,29,0.0,0,32,Hauts-de-France
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,94.0,Activités des organisations associatives,811.82,1,0.0,0,32,Hauts-de-France
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,80.72843214942094,4,0.0,0,44,Grand Est
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,379.19,2,0.0,0,44,Grand Est
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,183.43448580850904,7,0.0,0,44,Grand Est
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",220.42314747913628,2,0.0,0,44,Grand Est
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,27.0,Fabrication d'équipements électriques,143.78014650458277,1,0.0,0,44,Grand Est
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,483.64,3,0.0,0,44,Grand Est
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,778.93,1,0.0,0,52,Pays de la Loire
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,621.0,1,0.0,0,52,Pays de la Loire
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,896.27,3,0.0,0,52,Pays de la Loire
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,93.36121008744604,16,0.0,0,52,Pays de la Loire
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,192.04,3,0.0,0,53,Bretagne
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,219.30476012717472,2,0.0,0,53,Bretagne
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",106.08,1,0.0,0,53,Bretagne
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,148.1646479881916,1,0.0,0,53,Bretagne
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,121.8154436866983,3,0.0,0,53,Bretagne
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,199.858726716127,1,0.0,0,75,Nouvelle-Aquitaine
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",87.10730859554575,1,0.0,0,75,Nouvelle-Aquitaine
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,149.1,82,0.0,0,75,Nouvelle-Aquitaine
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,183.8865053728448,6,0.0,0,75,Nouvelle-Aquitaine
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",118.3101657040116,1,0.0,0,76,Occitanie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,129.80484816096586,3,0.0,0,76,Occitanie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,8.0,0,141.1298569284495,2,0.0,0,76,Occitanie
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,86.0,Activités pour la santé humaine,562.71,1,0.0,0,76,Occitanie
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,185.56185628644,8,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,19.0,Cokéfaction et raffinage,170.68885902153716,1,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,958.75,26,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",150.40053589255015,11,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,26.0,"Fabrication de produits informatiques, électroniques et optiques",124.45,2,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,28.0,Fabrication de machines et équipements n.c.a.,160.91966847882472,4,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,170.78412756912974,1,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,116.52678676120875,88,0.0,0,84,Auvergne-Rhône-Alpes
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,171.24265967255266,2,0.0,0,93,Provence-Alpes-Côte d'Azur
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",117.13521472809514,3,0.0,0,93,Provence-Alpes-Côte d'Azur
RTE,2018,Electricité,ENT,Entreprises,I,Industrie,8.0,0,161.71228634085844,3,0.0,0,93,Provence-Alpes-Côte d'Azur
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",103.15767555985576,1,0.0,0,93,Provence-Alpes-Côte d'Azur
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,129.43509396639342,39,0.0,0,93,Provence-Alpes-Côte d'Azur
RTE,2018,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,117.35672481823622,3,0.0,0,93,Provence-Alpes-Côte d'Azur
S.E.R. Des cantons de Lassigny et limitrophes,2018,Electricité,ENT_PRO,0,I,Industrie,,0,185.7332117341609,27,0.0,0,32,Hauts-de-France
S.E.R. Des cantons de Lassigny et limitrophes,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,114.98801430938173,12226,0.0,0,32,Hauts-de-France
SAEML Hunelec,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,166.4024105218115,4892,0.0,0,44,Grand Est
SICAE de Carnin,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,269.11,470,0.0,0,32,Hauts-de-France
SICAE de l'Aisne,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,84.1213182704887,103,0.0,0,44,Grand Est
SICAE de la Somme et du Cambraisis,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,577.13,1293,0.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2018,Electricité,ENT_PRO,0,I,Industrie,,0,182.41332329705395,39,0.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,132.54102892048186,26378,0.0,0,32,Hauts-de-France
SICAE de Precy-Saint-Martin,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,70.52032904640203,58,0.0,0,44,Grand Est
SICAE de Precy-Saint-Martin,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,148.1720861899044,18,0.0,0,44,Grand Est
SICAE ELY,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,137.80263067946711,29,0.0,0,11,Île-de-France
SICAE ELY,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,82.21449805862966,11360,0.0,0,11,Île-de-France
SICAE ELY,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,175.17091664243694,31,0.0,0,24,Centre-Val de Loire
SICAE Est,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,323.92,16726,0.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,99.06712117571216,49,0.0,0,44,Grand Est
SICAE Oise,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,115.18082371414506,36,0.0,0,32,Hauts-de-France
SICAP,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,161.04491474876082,1680,0.0,0,24,Centre-Val de Loire
SICAP,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,89.40842766210594,21385,0.0,0,24,Centre-Val de Loire
SOREA,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,437.06,2361,0.0,0,84,Auvergne-Rhône-Alpes
SRD,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,0.0,0,0.0,1,24,Centre-Val de Loire
SRD,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,122.77281197212726,29,0.0,0,24,Centre-Val de Loire
SRD,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,893.29,11,0.0,0,52,Pays de la Loire
SRD,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,0.0,0,0.0,1,52,Pays de la Loire
SRD,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,985.39,2195,0.0,0,75,Nouvelle-Aquitaine
SRD,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,183.5853294082199,12331,0.0,0,75,Nouvelle-Aquitaine
Strasbourg Électricité Réseaux,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,243.87,190,0.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,959.13,5058,0.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,108.48469157165556,545814,0.0,0,44,Grand Est
Synelva,2018,Electricité,ENT_PRO,0,I,Industrie,,0,106.82955738153238,71,0.95,0,24,Centre-Val de Loire
Synelva,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,402.51,479,0.95,0,24,Centre-Val de Loire
URM (Metz),2018,Electricité,ENT_PRO,0,I,Industrie,,0,915.94,348,0.95,0,44,Grand Est
URM (Metz),2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,150.35545339119193,170132,0.95,0,44,Grand Est
Usines municipales d'Erstein,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,881.58,15,0.0,0,44,Grand Est
Vialis,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,147.6495599237267,516,0.95,0,44,Grand Est
Caléo,2018,Gaz,ENT_PRO,0,A,Agriculture,,0,107.57459597009402,27,0.0,0,44,Grand Est
Caléo,2018,Gaz,ENT_PRO,0,T,Tertiaire,,0,195.1416953067217,799,0.0,0,44,Grand Est
Energie et services de Seyssel,2018,Gaz,ENT_PRO,0,I,Industrie,,0,212.4159103277824,2,0.0,0,84,Auvergne-Rhône-Alpes
Energies Services Lavaur,2018,Gaz,ENT_PRO,0,A,Agriculture,,0,629.57,2,0.0,0,76,Occitanie
Energies Services Lavaur,2018,Gaz,ENT_PRO,0,T,Tertiaire,,0,295.29,90,0.0,0,76,Occitanie
Energies Services Lavaur,2018,Gaz,ENT_PRO,0,X,Secteur Inconnu,,0,396.06,38,0.0,0,76,Occitanie
Energis,2018,Gaz,ENT_PRO,0,T,Tertiaire,,0,145.65118198063433,523,0.0,0,44,Grand Est
Gascogne Energies Services,2018,Gaz,ENT_PRO,0,I,Industrie,,0,210.52145985426748,26,0.0,0,75,Nouvelle-Aquitaine
Gascogne Energies Services,2018,Gaz,ENT_PRO,0,T,Tertiaire,,0,957.32,106,0.0,0,75,Nouvelle-Aquitaine
Gedia,2018,Gaz,RES,Résidentiel,R,Résidentiel,,0,199.9,13340,0.95,0,24,Centre-Val de Loire
Gedia,2018,Gaz,RES,Résidentiel,R,Résidentiel,,0,131.9484563390009,304,0.95,0,28,Normandie
GRDF,2018,Gaz,ENT,Entreprises,I,Industrie,,0,185.1891673467016,3521,0.0,0,11,Île-de-France
GRDF,2018,Gaz,PRO,Petits professionels,I,Industrie,,0,904.52,8733,0.0,0,11,Île-de-France
GRDF,2018,Gaz,ENT,Entreprises,I,Industrie,,0,123.0007709162415,1341,0.0,0,24,Centre-Val de Loire
GRDF,2018,Gaz,ENT,Entreprises,T,Tertiaire,,0,198.8576984561688,2313,0.0,0,24,Centre-Val de Loire
GRDF,2018,Gaz,PRO,Petits professionels,I,Industrie,,0,905.97,2611,0.0,0,24,Centre-Val de Loire
GRDF,2018,Gaz,PRO,Petits professionels,T,Tertiaire,,0,161.7463686744474,16069,0.0,0,24,Centre-Val de Loire
GRDF,2018,Gaz,RES,Résidentiel,R,Résidentiel,,0,944.55,422255,0.0,0,24,Centre-Val de Loire
GRDF,2018,Gaz,ENT,Entreprises,I,Industrie,,0,343.54,1304,0.0,0,27,Bourgogne-Franche-Comté
GRDF,2018,Gaz,ENT,Entreprises,T,Tertiaire,,0,138.35622057829275,3252,0.0,0,27,Bourgogne-Franche-Comté
GRDF,2018,Gaz,RES,Résidentiel,R,Résidentiel,,0,125.4350688328581,477227,0.0,0,27,Bourgogne-Franche-Comté
GRDF,2018,Gaz,ENT,Entreprises,A,Agriculture,,0,132.4183381181819,31,0.0,0,28,Normandie
GRDF,2018,Gaz,ENT,Entreprises,I,Industrie,,0,154.3258984087681,1808,0.0,0,28,Normandie
GRDF,2018,Gaz,ENT,Entreprises,X,Secteur Inconnu,,0,289.07,167,0.0,0,28,Normandie
GRDF,2018,Gaz,PRO,Petits professionels,T,Tertiaire,,0,127.19146568234312,20494,0.0,0,28,Normandie
GRDF,2018,Gaz,ENT,Entreprises,I,Industrie,,0,963.09,3124,0.0,0,32,Hauts-de-France
GRDF,2018,Gaz,ENT,Entreprises,X,Secteur Inconnu,,0,211.57365816848267,449,0.0,0,32,Hauts-de-France
GRDF,2018,Gaz,PRO,Petits professionels,I,Industrie,,0,651.5,7758,0.0,0,32,Hauts-de-France
GRDF,2018,Gaz,ENT,Entreprises,A,Agriculture,,0,155.94100418068825,58,0.0,0,44,Grand Est
GRDF,2018,Gaz,ENT,Entreprises,T,Tertiaire,,0,105.7404438018794,4514,0.0,0,44,Grand Est
GRDF,2018,Gaz,ENT,Entreprises,A,Agriculture,,0,751.43,136,0.0,0,52,Pays de la Loire
GRDF,2018,Gaz,PRO,Petits professionels,T,Tertiaire,,0,157.75161785357474,21468,0.0,0,52,Pays de la Loire
GRDF,2018,Gaz,ENT,Entreprises,A,Agriculture,,0,395.41,156,0.0,0,53,Bretagne
GRDF,2018,Gaz,ENT,Entreprises,T,Tertiaire,,0,281.61,2232,0.0,0,53,Bretagne
GRDF,2018,Gaz,PRO,Petits professionels,T,Tertiaire,,0,135.04857373374423,18044,0.0,0,53,Bretagne
GRDF,2018,Gaz,ENT,Entreprises,A,Agriculture,,0,178.50060967070257,157,0.0,0,75,Nouvelle-Aquitaine
GRDF,2018,Gaz,RES,Résidentiel,R,Résidentiel,,0,94.27395224909844,735610,0.0,0,75,Nouvelle-Aquitaine
GRDF,2018,Gaz,ENT,Entreprises,A,Agriculture,,0,222.42,81,0.0,0,76,Occitanie
GRDF,2018,Gaz,PRO,Petits professionels,A,Agriculture,,0,195.6973406343205,155,0.0,0,76,Occitanie
GRDF,2018,Gaz,PRO,Petits professionels,I,Industrie,,0,174.70106247965796,2765,0.0,0,76,Occitanie
GRDF,2018,Gaz,ENT,Entreprises,X,Secteur Inconnu,,0,102.09230109107996,342,0.0,0,84,Auvergne-Rhône-Alpes
GRDF,2018,Gaz,ENT,Entreprises,X,Secteur Inconnu,,0,159.79,125,0.0,0,93,Provence-Alpes-Côte d'Azur
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,114.42364550867998,8,0.0,0,11,Île-de-France
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,135.15206013295844,3,0.0,0,11,Île-de-France
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,909.08,3,0.0,0,11,Île-de-France
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,8.0,0,712.12,2,0.0,0,11,Île-de-France
GRT Gaz,2018,Gaz,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",152.38959479745077,1,0.0,0,11,Île-de-France
GRT Gaz,2018,Gaz,ENT,Entreprises,T,Tertiaire,86.0,Activités pour la santé humaine,81.69488621751616,1,0.0,0,11,Île-de-France
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,11.0,Fabrication de boissons,203.12,2,0.0,0,24,Centre-Val de Loire
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",134.10876893625394,2,0.0,0,24,Centre-Val de Loire
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",82.30699300837321,5,0.0,0,24,Centre-Val de Loire
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,11.0,Fabrication de boissons,166.03,1,0.0,0,27,Bourgogne-Franche-Comté
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,297.57,2,0.0,0,27,Bourgogne-Franche-Comté
GRT Gaz,2018,Gaz,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",176.61286567111205,3,0.0,0,27,Bourgogne-Franche-Comté
