operateur,annee,filiere,code_categorie_consommation,libelle_categorie_consommation,code_grand_secteur,libelle_grand_secteur,code_naf,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,code_region,libelle_region
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,27.0,Fabrication d'équipements électriques,156.8203567542172,53,0.987,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,110.57136713511947,61,0.997,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,32.0,Autres industries manufacturières,659.06,56,0.962,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,33.0,Réparation et installation de machines et d'équipements,90.6695554506422,26,0.993,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,184.92172339781607,461,0.955,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,224.83,1017,0.951,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,8.0,0,89.21845885292919,241,0.998,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,9.0,0,404.39,1,1.0,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,164.85048569711208,138,0.974,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",249.64,2005,0.975,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",127.40555209753278,4263,0.973,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,168.20489989136263,533,0.982,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,50.0,Transports par eau,44.17357041696181,3,0.922,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,179.19221542832142,2191,0.959,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,101.74087564874164,2040,0.933,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,59.0,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",162.4597743979965,56,0.982,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,63.0,Services d'information,703.61,24,0.987,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,64.0,"Activités des services financiers, hors assurance et caisses de retraite",707.85,754,0.959,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,73.0,Publicité et études de marché,234.13,38,0.944,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,74.0,"Autres activités spécialisées, scientifiques et techniques",103.24343910863956,40,0.946,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,82.0,Activités administratives et autres activités de soutien aux entreprises,591.71,273,0.977,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,118.97220321625448,1130,0.937,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,93.0,"Activités sportives, récréatives et de loisirs",133.87133200941358,406,0.949,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,95.0,Réparation d'ordinateurs et de biens personnels et domestiques,179.76090911937158,14,0.954,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,97.0,Activités des ménages en tant qu'employeurs de personnel domestique,101.66054278910336,4,0.977,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,167.42667448971542,8,0.606,0,76,Occitanie
Enedis,2018,Electricité,PRO,Petits professionels,A,Agriculture,,0,218.15018733809256,28900,0.0,0,76,Occitanie
Enedis,2018,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,85.11037676885572,94362,0.576,0,76,Occitanie
Enedis,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,143.30086315075377,3356874,0.536,0,76,Occitanie
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,996.0,2918,0.985,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,13.0,Fabrication de textiles,131.84713486010847,322,0.995,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,15.0,Industrie du cuir et de la chaussure,187.7475485059836,68,0.987,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",771.56,2503,0.985,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,28.0,Fabrication de machines et équipements n.c.a.,814.53,532,0.991,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,31.0,Fabrication de meubles,153.78467517297778,169,0.988,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",123.14792391595438,1170,0.982,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,37.0,Collecte et traitement des eaux usées,236.67040295140404,147,0.979,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,39.0,Dépollution et autres services de gestion des déchets,136.2612778443145,30,0.972,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,206.71641914225228,806,0.982,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,169.95335692954046,2915,0.927,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,58.0,Édition,146.26740004054295,87,0.967,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,60.0,Programmation et diffusion,166.94,15,0.992,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,62.0,"Programmation, conseil et autres activités informatiques",205.86736331189832,132,0.99,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,64.0,"Activités des services financiers, hors assurance et caisses de retraite",104.48747093986556,1193,0.969,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,66.0,Activités auxiliaires de services financiers et d'assurance,161.66609365311226,189,0.924,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,954.53,7943,0.934,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,70.0,Activités des sièges sociaux ; conseil de gestion,123.62201392846772,1614,0.961,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,75.0,Activités vétérinaires,114.34444515203404,23,0.898,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,82.0,Activités administratives et autres activités de soutien aux entreprises,809.79,428,0.954,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,93.61110674214476,1272,0.935,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,91.0,"Bibliothèques, archives, musées et autres activités culturelles",139.5723262331318,50,0.98,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,97.0,Activités des ménages en tant qu'employeurs de personnel domestique,145.94666097761692,14,0.851,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,98.0,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,266.78,3,0.565,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,481.3,16,0.912,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,176.30796994239464,4069535,0.522,0,84,Auvergne-Rhône-Alpes
Enedis,2018,Electricité,ENT,Entreprises,A,Agriculture,1.0,0,995.81,1359,0.957,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,A,Agriculture,2.0,0,107.6464908830442,9,0.921,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,A,Agriculture,3.0,0,343.67,5,0.942,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,12.0,Fabrication de produits à base de tabac,138.5263831427901,1,1.0,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,13.0,Fabrication de textiles,178.29444030799365,29,0.944,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,15.0,Industrie du cuir et de la chaussure,171.1019762714929,6,0.92,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,16.0,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",717.43,80,0.958,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,19.0,Cokéfaction et raffinage,202.1015693478477,12,0.996,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,114.3219269615276,201,0.992,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",105.35559482161204,290,0.978,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,26.0,"Fabrication de produits informatiques, électroniques et optiques",210.83,73,0.998,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,799.15,32,0.987,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,157.23056899947386,649,0.936,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,9.0,0,813.57,2,0.998,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,177.72339462327838,174,0.965,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",135.6124682718187,1645,0.967,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,176.90487230490976,577,0.984,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,162.68,2199,0.965,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,852.53,2234,0.93,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,64.0,"Activités des services financiers, hors assurance et caisses de retraite",176.33,886,0.955,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,649.18,6259,0.93,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,73.0,Publicité et études de marché,215.36289255738268,32,0.93,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,74.0,"Autres activités spécialisées, scientifiques et techniques",123.40268853094808,41,0.931,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,77.0,Activités de location et location-bail,559.12,146,0.955,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,82.0,Activités administratives et autres activités de soutien aux entreprises,244.86972135641216,261,0.967,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,139.31009075105905,853,0.938,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,90.0,"Activités créatives, artistiques et de spectacle",198.1521225992359,140,0.976,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,91.0,"Bibliothèques, archives, musées et autres activités culturelles",137.8794981578001,44,0.981,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,93.0,"Activités sportives, récréatives et de loisirs",107.1269573793763,460,0.959,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,95.0,Réparation d'ordinateurs et de biens personnels et domestiques,108.77214518189156,11,0.953,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,114.912471543528,13,0.979,0,93,Provence-Alpes-Côte d'Azur
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,292.12,2,1.0,0,Fr,Non affecté à une région
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,689.32,1,1.0,0,Fr,Non affecté à une région
Enedis,2018,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,169.76105369758696,1,0.926,0,Fr,Non affecté à une région
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,0.0195931876717825,1,1.0,0,Fr,Non affecté à une région
Enedis,2018,Electricité,ENT,Entreprises,T,Tertiaire,63.0,Services d'information,134.43049724510885,1,1.0,0,Fr,Non affecté à une région
Energie et services de Seyssel,2018,Electricité,ENT_PRO,0,I,Industrie,,0,553.8,109,0.0,0,84,Auvergne-Rhône-Alpes
Energie Pays Toy,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,487.93,95,0.0,0,76,Occitanie
Energie Pays Toy,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,124.10949283355222,100,0.0,0,76,Occitanie
Energies-services Sainte Marie aux Chênes,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,171.01511188864546,5,0.95,0,44,Grand Est
Energies-services Sainte Marie aux Chênes,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,469.19,15,0.95,0,44,Grand Est
Energies-services Sainte Marie aux Chênes,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,143.76134881341812,2284,0.95,0,44,Grand Est
Energies et services Creutzwald,2018,Electricité,ENT_PRO,0,I,Industrie,,0,141.60536840779113,9,0.95,0,44,Grand Est
Energies et services Creutzwald,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,143.1496142946436,73,0.95,0,44,Grand Est
Energies et services Creutzwald,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,91.15188186669413,7352,0.95,0,44,Grand Est
Energies et services d'Hagondange,2018,Electricité,ENT_PRO,0,I,Industrie,,0,208.19178883518845,11,0.95,0,44,Grand Est
Energies et services d'Hagondange,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,125.33701436089166,5685,0.95,0,44,Grand Est
Energies et Services Sarre-Union,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,342.35,11,0.95,0,44,Grand Est
Energies et Services Sarre-Union,2018,Electricité,ENT_PRO,0,I,Industrie,,0,198.302737620708,15,0.95,0,44,Grand Est
Energies et Services ville d'Amneville,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,144.44537565029057,74,0.95,0,44,Grand Est
Energies Services Lavaur,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,144.1561386186524,70,0.0,0,76,Occitanie
Energies Services Lavaur,2018,Electricité,ENT_PRO,0,I,Industrie,,0,545.1,95,0.0,0,76,Occitanie
Energies Services Lavaur,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,949.74,456,0.0,0,76,Occitanie
Energies Services Lavaur,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,176.59869837172496,775,0.0,0,76,Occitanie
Energis,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,0.0,0,0.0,1,44,Grand Est
Gascogne Energies Services,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,231.47150144379543,143,0.0,0,75,Nouvelle-Aquitaine
Gazelec de Péronne,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,160.14247981269742,686,0.0,0,32,Hauts-de-France
Gedia,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,127.1785047938138,140,0.95,0,24,Centre-Val de Loire
GÉRÉDIS,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,218.78804503695773,93,0.95,0,52,Pays de la Loire
GÉRÉDIS,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,595.07,611,0.95,0,75,Nouvelle-Aquitaine
GreenAlp,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,957.9,25,0.0,0,84,Auvergne-Rhône-Alpes
GreenAlp,2018,Electricité,ENT_PRO,0,I,Industrie,,0,124.64187201550854,674,0.0,0,84,Auvergne-Rhône-Alpes
GreenAlp,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,140.0903963808698,19333,0.0,0,84,Auvergne-Rhône-Alpes
Primeo Réseau de Distribution,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,149.56775821395618,46,0.0,0,44,Grand Est
Primeo Réseau de Distribution,2018,Electricité,ENT_PRO,0,I,Industrie,,0,182.94212083665315,48,0.0,0,44,Grand Est
Primeo Réseau de Distribution,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,223.98519611867235,1894,0.0,0,44,Grand Est
Primeo Réseau de Distribution,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,767.38,297,0.0,0,44,Grand Est
Régie communale d'électricité d'Uckange,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,757.08,3275,0.95,0,44,Grand Est
Régie communale d'électricité de Gattieres,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,536.96,228,0.0,0,93,Provence-Alpes-Côte d'Azur
Régie communale d'électricité de Gattieres,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,112.1991578641652,1966,0.0,0,93,Provence-Alpes-Côte d'Azur
Régie communale d'électricité de Montois-la-Montagne,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,146.70898225583275,1,0.95,0,44,Grand Est
Régie communale d'électricité de Montois-la-Montagne,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,148.93677170990796,1333,0.95,0,44,Grand Est
Régie communale d'électricité de Saulnes,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,224.28459844948327,1320,0.0,0,44,Grand Est
Régie communale de distribution d'électricité et d'eau Mitry Mory,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,967.82,12,0.95,0,11,Île-de-France
Régie communale de distribution d'électricité et d'eau Mitry Mory,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,521.28,5002,0.95,0,11,Île-de-France
Régie d'électricité d'Elbeuf,2018,Electricité,ENT_PRO,0,I,Industrie,,0,688.22,0,0.0,1,28,Normandie
Régie d'électricité de Montvalezan-la-Rosière,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,152.88642815933767,7,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité de Montvalezan-la-Rosière,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,478.26,252,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité de Saint-Quirc,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,346.02,9,0.0,0,76,Occitanie
Régie d'électricité de Sainte Marie de Cuines,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,227.98,34,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité du Morel,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,635.52,210,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité du syndicat du sud de La Réole,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,421.7,5299,0.0,0,75,Nouvelle-Aquitaine
Régie de Saint Paul Cap de Joux,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,632.36,281,0.0,0,76,Occitanie
Régie du syndicat intercommunal d'électricité de la vallée de Thônes,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,614.6,420,0.0,0,84,Auvergne-Rhône-Alpes
Régie du syndicat intercommunal d'électricité de la vallée de Thônes,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,761.49,23572,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique d'Avrieux,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,186.03587306874388,328,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de La Chapelle,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,251.84,8,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de La Chapelle,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,508.97,212,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Villaroger,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,274.45,2,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique municipale de Fontaine-au-Pire,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,125.0410074105225,8,0.0,0,32,Hauts-de-France
Régie électrique municipale de Fontaine-au-Pire,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,173.40495843596216,24,0.0,0,32,Hauts-de-France
Régie électrique municipale de Fontpedrouse,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,126.4937437428752,1,0.0,0,76,Occitanie
Régie électrique municipale de Mont Louis,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,188.9735101746727,2,0.0,0,76,Occitanie
Régie électrique municipale de Mont Louis,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,422.0,248,0.0,0,76,Occitanie
Régie électrique municipale de Prats-de-Mollo-la-Preste,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,125.27015756849416,1065,0.0,0,76,Occitanie
Régie électrique municipale de Saint Laurent de Cerdans,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,0.0,0,0.0,1,76,Occitanie
Régie électrique municipale de Saint Laurent de Cerdans,2018,Electricité,ENT_PRO,0,I,Industrie,,0,165.8218173312763,16,0.0,0,76,Occitanie
Régie électrique municipale de Saint Laurent de Cerdans,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,160.8573318649422,907,0.0,0,76,Occitanie
Régie électriques de Tignes,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,0.0,0,0.0,1,84,Auvergne-Rhône-Alpes
Régie électriques de Tignes,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,886.01,4913,0.0,0,84,Auvergne-Rhône-Alpes
Régie Municipale Bazas-Energies,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,0.0,0,0.0,1,75,Nouvelle-Aquitaine
Régie Municipale Bazas-Energies,2018,Electricité,ENT_PRO,0,I,Industrie,,0,537.79,60,0.0,0,75,Nouvelle-Aquitaine
Régie Municipale Bazas-Energies,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,674.42,0,0.0,1,75,Nouvelle-Aquitaine
Régie municipale d'électricité d'Arignac,2018,Electricité,ENT_PRO,0,I,Industrie,,0,126.62795098032414,3,0.0,0,76,Occitanie
Régie municipale d'électricité de Gandrange,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,220.59472713954924,3,0.95,0,44,Grand Est
Régie municipale d'électricité de l'Hospitalet Près L'Andorre,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,532.34,46,0.0,0,76,Occitanie
Régie municipale d'électricité de La Bresse,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,177.50954736359358,482,0.0,0,44,Grand Est
Régie municipale d'électricité de La Chambre,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,128.0566862776596,140,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de La Chambre,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,276.57,687,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Loos,2018,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,122.9360009024996,5,0.95,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,166.00001276274233,12457,0.95,0,32,Hauts-de-France
Régie municipale d'électricité de Martres Tolosane,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,365.77,1272,0.0,0,76,Occitanie
Régie municipale d'électricité de Mercus,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,77.28188357271928,507,0.0,0,76,Occitanie
Régie municipale d'électricité de Merens les Vals,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,161.58476979781898,228,0.0,0,76,Occitanie
Régie municipale d'électricité de Miramont les Comminges,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,131.78983920868282,468,0.0,0,76,Occitanie
Régie municipale d'électricité de Pontamafrey-Montpascal,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,51.388571511861926,14,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Saint Martin sur La Chambre,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,753.29,18,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Salins les Bains,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,199.77675046969875,1989,0.0,0,27,Bourgogne-Franche-Comté
Régie municipale d'électricité de Saverdun,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,134.95,47,0.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,138.11981324850407,191,0.0,0,76,Occitanie
Régie municipale d'électricité de Tarascon sur Ariège,2018,Electricité,ENT_PRO,0,I,Industrie,,0,146.0486806652445,25,0.0,0,76,Occitanie
Régie municipale d'électricité de Varilhes,2018,Electricité,ENT_PRO,0,A,Agriculture,,0,287.06,0,0.0,1,76,Occitanie
Régie municipale d'électricité et de télédistribution de Marange-Silvange,2018,Electricité,ENT_PRO,0,I,Industrie,,0,211.16116598301247,3,0.95,0,44,Grand Est
Régie municipale de Saint-Avre,2018,Electricité,ENT_PRO,0,I,Industrie,,0,936.93,3,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale de Saint-Avre,2018,Electricité,ENT_PRO,0,T,Tertiaire,,0,981.68,46,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale de Saint-Avre,2018,Electricité,RES,Résidentiel,R,Résidentiel,,0,183.06,522,0.0,0,84,Auvergne-Rhône-Alpes
